Human_Path_Length,Shortest_Path_Length,Ratio
4,3,1.3333333333333333
4,3,1.3333333333333333
7,3,2.3333333333333335
11,3,3.6666666666666665
6,3,2.0
6,3,2.0
8,3,2.6666666666666665
6,3,2.0
6,3,2.0
6,3,2.0
5,3,1.6666666666666667
9,3,3.0
6,3,2.0
4,3,1.3333333333333333
4,3,1.3333333333333333
6,3,2.0
4,3,1.3333333333333333
3,3,1.0
8,3,2.6666666666666665
5,3,1.6666666666666667
5,3,1.6666666666666667
5,3,1.6666666666666667
5,3,1.6666666666666667
4,3,1.3333333333333333
6,3,2.0
6,3,2.0
4,3,1.3333333333333333
5,3,1.6666666666666667
7,3,2.3333333333333335
7,3,2.3333333333333335
5,3,1.6666666666666667
5,3,1.6666666666666667
13,3,4.333333333333333
5,3,1.6666666666666667
5,3,1.6666666666666667
4,3,1.3333333333333333
5,3,1.6666666666666667
5,3,1.6666666666666667
4,3,1.3333333333333333
8,3,2.6666666666666665
4,3,1.3333333333333333
6,3,2.0
11,3,3.6666666666666665
6,3,2.0
4,3,1.3333333333333333
7,3,2.3333333333333335
6,3,2.0
6,3,2.0
6,3,2.0
5,3,1.6666666666666667
5,3,1.6666666666666667
6,3,2.0
8,3,2.6666666666666665
9,3,3.0
6,3,2.0
4,3,1.3333333333333333
4,3,1.3333333333333333
4,3,1.3333333333333333
5,3,1.6666666666666667
6,3,2.0
6,3,2.0
5,3,1.6666666666666667
5,3,1.6666666666666667
9,3,3.0
9,3,3.0
6,3,2.0
4,3,1.3333333333333333
5,3,1.6666666666666667
4,3,1.3333333333333333
6,3,2.0
4,3,1.3333333333333333
4,3,1.3333333333333333
4,3,1.3333333333333333
4,3,1.3333333333333333
4,3,1.3333333333333333
6,3,2.0
5,3,1.6666666666666667
5,3,1.6666666666666667
7,3,2.3333333333333335
5,3,1.6666666666666667
7,3,2.3333333333333335
6,3,2.0
5,3,1.6666666666666667
4,3,1.3333333333333333
6,3,2.0
5,3,1.6666666666666667
4,3,1.3333333333333333
3,3,1.0
3,3,1.0
5,3,1.6666666666666667
5,3,1.6666666666666667
5,3,1.6666666666666667
8,3,2.6666666666666665
8,3,2.6666666666666665
6,3,2.0
4,3,1.3333333333333333
6,3,2.0
4,3,1.3333333333333333
8,3,2.6666666666666665
9,3,3.0
6,3,2.0
4,3,1.3333333333333333
7,3,2.3333333333333335
4,3,1.3333333333333333
6,3,2.0
13,3,4.333333333333333
4,3,1.3333333333333333
6,3,2.0
7,3,2.3333333333333335
10,3,3.3333333333333335
5,3,1.6666666666666667
13,3,4.333333333333333
5,3,1.6666666666666667
7,3,2.3333333333333335
6,3,2.0
5,3,1.6666666666666667
5,3,1.6666666666666667
8,3,2.6666666666666665
6,3,2.0
6,3,2.0
6,3,2.0
6,3,2.0
4,3,1.3333333333333333
8,3,2.6666666666666665
7,3,2.3333333333333335
6,3,2.0
5,3,1.6666666666666667
6,3,2.0
6,3,2.0
4,3,1.3333333333333333
4,3,1.3333333333333333
5,3,1.6666666666666667
18,3,6.0
6,3,2.0
6,3,2.0
5,3,1.6666666666666667
8,3,2.6666666666666665
11,3,3.6666666666666665
4,3,1.3333333333333333
4,3,1.3333333333333333
4,3,1.3333333333333333
5,3,1.6666666666666667
5,3,1.6666666666666667
6,3,2.0
13,3,4.333333333333333
4,3,1.3333333333333333
7,3,2.3333333333333335
4,3,1.3333333333333333
8,3,2.6666666666666665
7,3,2.3333333333333335
4,3,1.3333333333333333
4,3,1.3333333333333333
4,3,1.3333333333333333
5,3,1.6666666666666667
7,3,2.3333333333333335
6,3,2.0
6,3,2.0
5,3,1.6666666666666667
6,3,2.0
5,3,1.6666666666666667
5,3,1.6666666666666667
5,3,1.6666666666666667
9,3,3.0
10,3,3.3333333333333335
6,3,2.0
7,3,2.3333333333333335
6,3,2.0
5,3,1.6666666666666667
4,3,1.3333333333333333
9,3,3.0
5,3,1.6666666666666667
7,3,2.3333333333333335
9,3,3.0
6,3,2.0
6,3,2.0
4,3,1.3333333333333333
6,3,2.0
6,3,2.0
6,3,2.0
7,3,2.3333333333333335
4,3,1.3333333333333333
6,3,2.0
4,3,1.3333333333333333
4,3,1.3333333333333333
6,3,2.0
8,3,2.6666666666666665
4,3,1.3333333333333333
5,3,1.6666666666666667
7,3,2.3333333333333335
7,3,2.3333333333333335
6,3,2.0
6,3,2.0
7,3,2.3333333333333335
8,3,2.6666666666666665
4,3,1.3333333333333333
5,3,1.6666666666666667
4,3,1.3333333333333333
4,3,1.3333333333333333
6,3,2.0
5,3,1.6666666666666667
5,3,1.6666666666666667
6,3,2.0
5,3,1.6666666666666667
8,3,2.6666666666666665
7,3,2.3333333333333335
7,3,2.3333333333333335
3,3,1.0
9,3,3.0
5,3,1.6666666666666667
3,3,1.0
6,3,2.0
9,3,3.0
7,3,2.3333333333333335
7,3,2.3333333333333335
5,3,1.6666666666666667
5,3,1.6666666666666667
6,3,2.0
4,3,1.3333333333333333
4,3,1.3333333333333333
6,3,2.0
4,3,1.3333333333333333
5,3,1.6666666666666667
6,3,2.0
5,3,1.6666666666666667
6,3,2.0
7,3,2.3333333333333335
3,3,1.0
4,3,1.3333333333333333
4,3,1.3333333333333333
4,3,1.3333333333333333
3,3,1.0
3,3,1.0
10,3,3.3333333333333335
8,3,2.6666666666666665
5,3,1.6666666666666667
5,3,1.6666666666666667
8,3,2.6666666666666665
4,3,1.3333333333333333
4,3,1.3333333333333333
5,3,1.6666666666666667
9,3,3.0
4,3,1.3333333333333333
6,3,2.0
7,3,2.3333333333333335
7,3,2.3333333333333335
6,3,2.0
10,3,3.3333333333333335
6,3,2.0
5,3,1.6666666666666667
4,3,1.3333333333333333
5,3,1.6666666666666667
3,3,1.0
4,3,1.3333333333333333
4,3,1.3333333333333333
4,3,1.3333333333333333
5,3,1.6666666666666667
11,3,3.6666666666666665
6,3,2.0
4,3,1.3333333333333333
6,3,2.0
4,3,1.3333333333333333
6,3,2.0
7,3,2.3333333333333335
3,3,1.0
6,3,2.0
4,3,1.3333333333333333
5,3,1.6666666666666667
5,3,1.6666666666666667
4,3,1.3333333333333333
5,3,1.6666666666666667
7,3,2.3333333333333335
7,3,2.3333333333333335
6,3,2.0
4,3,1.3333333333333333
6,3,2.0
6,3,2.0
4,3,1.3333333333333333
7,3,2.3333333333333335
4,3,1.3333333333333333
9,3,3.0
7,3,2.3333333333333335
11,3,3.6666666666666665
3,3,1.0
4,3,1.3333333333333333
6,3,2.0
4,3,1.3333333333333333
9,3,3.0
4,3,1.3333333333333333
7,3,2.3333333333333335
4,3,1.3333333333333333
4,3,1.3333333333333333
5,3,1.6666666666666667
7,3,2.3333333333333335
8,3,2.6666666666666665
4,3,1.3333333333333333
4,3,1.3333333333333333
16,3,5.333333333333333
14,3,4.666666666666667
12,3,4.0
6,3,2.0
4,3,1.3333333333333333
5,3,1.6666666666666667
5,3,1.6666666666666667
6,3,2.0
5,3,1.6666666666666667
6,3,2.0
10,3,3.3333333333333335
4,3,1.3333333333333333
4,3,1.3333333333333333
5,3,1.6666666666666667
6,3,2.0
4,3,1.3333333333333333
5,3,1.6666666666666667
4,3,1.3333333333333333
7,3,2.3333333333333335
3,3,1.0
4,3,1.3333333333333333
6,3,2.0
6,3,2.0
3,3,1.0
3,3,1.0
3,3,1.0
4,3,1.3333333333333333
5,3,1.6666666666666667
7,3,2.3333333333333335
12,3,4.0
4,3,1.3333333333333333
5,3,1.6666666666666667
12,3,4.0
8,3,2.6666666666666665
7,3,2.3333333333333335
4,3,1.3333333333333333
6,3,2.0
4,3,1.3333333333333333
6,3,2.0
5,3,1.6666666666666667
5,3,1.6666666666666667
6,3,2.0
4,3,1.3333333333333333
4,3,1.3333333333333333
6,3,2.0
5,3,1.6666666666666667
5,3,1.6666666666666667
5,3,1.6666666666666667
6,3,2.0
4,3,1.3333333333333333
5,3,1.6666666666666667
4,3,1.3333333333333333
14,3,4.666666666666667
5,3,1.6666666666666667
4,3,1.3333333333333333
6,3,2.0
6,3,2.0
6,3,2.0
5,3,1.6666666666666667
4,3,1.3333333333333333
4,3,1.3333333333333333
6,3,2.0
6,3,2.0
6,3,2.0
6,3,2.0
4,3,1.3333333333333333
4,3,1.3333333333333333
8,3,2.6666666666666665
7,3,2.3333333333333335
5,3,1.6666666666666667
5,3,1.6666666666666667
10,3,3.3333333333333335
4,3,1.3333333333333333
5,3,1.6666666666666667
4,3,1.3333333333333333
6,3,2.0
4,3,1.3333333333333333
6,3,2.0
4,3,1.3333333333333333
6,3,2.0
5,3,1.6666666666666667
4,3,1.3333333333333333
4,3,1.3333333333333333
4,3,1.3333333333333333
5,3,1.6666666666666667
9,3,3.0
6,3,2.0
3,3,1.0
4,3,1.3333333333333333
4,3,1.3333333333333333
5,3,1.6666666666666667
9,3,3.0
7,3,2.3333333333333335
8,3,2.6666666666666665
6,3,2.0
4,3,1.3333333333333333
6,3,2.0
6,3,2.0
4,3,1.3333333333333333
6,3,2.0
8,3,2.6666666666666665
7,3,2.3333333333333335
8,3,2.6666666666666665
5,3,1.6666666666666667
6,3,2.0
5,3,1.6666666666666667
5,3,1.6666666666666667
6,3,2.0
4,3,1.3333333333333333
8,3,2.6666666666666665
6,3,2.0
6,3,2.0
10,3,3.3333333333333335
4,3,1.3333333333333333
4,3,1.3333333333333333
6,3,2.0
7,3,2.3333333333333335
4,3,1.3333333333333333
4,3,1.3333333333333333
3,3,1.0
6,3,2.0
5,3,1.6666666666666667
4,3,1.3333333333333333
6,3,2.0
5,3,1.6666666666666667
4,3,1.3333333333333333
6,3,2.0
6,3,2.0
5,3,1.6666666666666667
6,3,2.0
5,3,1.6666666666666667
12,3,4.0
5,3,1.6666666666666667
7,3,2.3333333333333335
14,3,4.666666666666667
5,3,1.6666666666666667
5,3,1.6666666666666667
4,3,1.3333333333333333
7,3,2.3333333333333335
6,3,2.0
9,3,3.0
5,3,1.6666666666666667
3,3,1.0
4,3,1.3333333333333333
5,3,1.6666666666666667
5,3,1.6666666666666667
7,3,2.3333333333333335
6,3,2.0
4,3,1.3333333333333333
12,3,4.0
6,3,2.0
5,3,1.6666666666666667
4,3,1.3333333333333333
5,3,1.6666666666666667
9,3,3.0
4,3,1.3333333333333333
5,3,1.6666666666666667
6,3,2.0
6,3,2.0
6,3,2.0
5,3,1.6666666666666667
7,3,2.3333333333333335
8,3,2.6666666666666665
8,3,2.6666666666666665
8,3,2.6666666666666665
15,3,5.0
7,3,2.3333333333333335
4,3,1.3333333333333333
6,3,2.0
8,3,2.6666666666666665
6,3,2.0
4,3,1.3333333333333333
6,3,2.0
4,3,1.3333333333333333
4,3,1.3333333333333333
5,3,1.6666666666666667
5,3,1.6666666666666667
4,3,1.3333333333333333
5,3,1.6666666666666667
5,3,1.6666666666666667
6,3,2.0
5,3,1.6666666666666667
8,3,2.6666666666666665
5,3,1.6666666666666667
7,3,2.3333333333333335
4,3,1.3333333333333333
6,3,2.0
6,3,2.0
4,3,1.3333333333333333
6,3,2.0
5,3,1.6666666666666667
3,3,1.0
6,3,2.0
4,3,1.3333333333333333
8,3,2.6666666666666665
7,3,2.3333333333333335
6,3,2.0
7,3,2.3333333333333335
5,3,1.6666666666666667
7,3,2.3333333333333335
7,3,2.3333333333333335
5,3,1.6666666666666667
7,3,2.3333333333333335
4,3,1.3333333333333333
5,3,1.6666666666666667
7,3,2.3333333333333335
4,3,1.3333333333333333
6,3,2.0
9,3,3.0
5,3,1.6666666666666667
7,3,2.3333333333333335
4,3,1.3333333333333333
13,3,4.333333333333333
6,3,2.0
7,3,2.3333333333333335
4,3,1.3333333333333333
4,3,1.3333333333333333
4,3,1.3333333333333333
4,3,1.3333333333333333
4,3,1.3333333333333333
4,3,1.3333333333333333
3,3,1.0
3,3,1.0
6,3,2.0
5,3,1.6666666666666667
9,3,3.0
3,3,1.0
3,3,1.0
6,3,2.0
4,3,1.3333333333333333
19,3,6.333333333333333
10,3,3.3333333333333335
8,3,2.6666666666666665
6,3,2.0
6,3,2.0
6,3,2.0
6,3,2.0
6,3,2.0
8,3,2.6666666666666665
5,3,1.6666666666666667
4,3,1.3333333333333333
5,3,1.6666666666666667
6,3,2.0
4,3,1.3333333333333333
4,3,1.3333333333333333
4,3,1.3333333333333333
4,3,1.3333333333333333
9,3,3.0
6,3,2.0
7,3,2.3333333333333335
10,3,3.3333333333333335
7,3,2.3333333333333335
3,3,1.0
7,3,2.3333333333333335
4,3,1.3333333333333333
6,3,2.0
6,3,2.0
6,3,2.0
7,3,2.3333333333333335
5,3,1.6666666666666667
8,3,2.6666666666666665
4,3,1.3333333333333333
9,3,3.0
5,3,1.6666666666666667
4,3,1.3333333333333333
6,3,2.0
4,3,1.3333333333333333
4,3,1.3333333333333333
5,3,1.6666666666666667
6,3,2.0
4,3,1.3333333333333333
6,3,2.0
5,3,1.6666666666666667
6,3,2.0
6,3,2.0
4,3,1.3333333333333333
6,3,2.0
7,3,2.3333333333333335
8,3,2.6666666666666665
4,3,1.3333333333333333
6,3,2.0
6,3,2.0
3,3,1.0
9,3,3.0
4,3,1.3333333333333333
6,3,2.0
6,3,2.0
12,3,4.0
4,3,1.3333333333333333
5,3,1.6666666666666667
7,3,2.3333333333333335
6,3,2.0
6,3,2.0
6,3,2.0
7,3,2.3333333333333335
4,3,1.3333333333333333
7,3,2.3333333333333335
4,3,1.3333333333333333
5,3,1.6666666666666667
4,3,1.3333333333333333
5,3,1.6666666666666667
3,3,1.0
5,3,1.6666666666666667
6,3,2.0
4,3,1.3333333333333333
11,3,3.6666666666666665
5,3,1.6666666666666667
7,3,2.3333333333333335
5,3,1.6666666666666667
9,3,3.0
4,3,1.3333333333333333
5,3,1.6666666666666667
7,3,2.3333333333333335
4,3,1.3333333333333333
7,3,2.3333333333333335
5,3,1.6666666666666667
6,3,2.0
4,3,1.3333333333333333
4,3,1.3333333333333333
6,3,2.0
6,3,2.0
4,3,1.3333333333333333
4,3,1.3333333333333333
6,3,2.0
8,3,2.6666666666666665
7,3,2.3333333333333335
4,3,1.3333333333333333
5,3,1.6666666666666667
7,3,2.3333333333333335
6,3,2.0
5,3,1.6666666666666667
6,3,2.0
6,4,1.5
7,4,1.75
8,4,2.0
3,3,1.0
8,4,2.0
1,1,1.0
4,3,1.3333333333333333
3,2,1.5
3,2,1.5
3,3,1.0
12,3,4.0
5,3,1.6666666666666667
6,3,2.0
6,3,2.0
8,3,2.6666666666666665
5,2,2.5
5,2,2.5
2,2,1.0
14,4,3.5
7,4,1.75
7,4,1.75
5,4,1.25
4,4,1.0
7,4,1.75
4,3,1.3333333333333333
4,3,1.3333333333333333
4,3,1.3333333333333333
4,3,1.3333333333333333
3,2,1.5
5,3,1.6666666666666667
6,2,3.0
6,3,2.0
27,3,9.0
5,3,1.6666666666666667
5,4,1.25
3,3,1.0
3,3,1.0
4,3,1.3333333333333333
5,4,1.25
5,4,1.25
4,4,1.0
4,4,1.0
5,3,1.6666666666666667
4,3,1.3333333333333333
6,4,1.5
11,4,2.75
4,3,1.3333333333333333
5,4,1.25
6,4,1.5
3,2,1.5
1,1,1.0
2,2,1.0
5,2,2.5
6,3,2.0
3,3,1.0
4,3,1.3333333333333333
3,3,1.0
5,2,2.5
5,2,2.5
2,2,1.0
3,2,1.5
4,3,1.3333333333333333
4,3,1.3333333333333333
3,2,1.5
1,1,1.0
2,2,1.0
5,3,1.6666666666666667
5,4,1.25
7,2,3.5
2,2,1.0
3,2,1.5
7,3,2.3333333333333335
7,3,2.3333333333333335
6,3,2.0
5,3,1.6666666666666667
4,3,1.3333333333333333
6,3,2.0
8,3,2.6666666666666665
4,3,1.3333333333333333
3,3,1.0
8,3,2.6666666666666665
3,2,1.5
3,2,1.5
3,2,1.5
4,2,2.0
3,2,1.5
1,1,1.0
1,1,1.0
1,1,1.0
4,2,2.0
2,2,1.0
6,2,3.0
2,2,1.0
2,2,1.0
4,3,1.3333333333333333
2,2,1.0
3,2,1.5
2,2,1.0
6,2,3.0
3,3,1.0
3,3,1.0
1,1,1.0
4,2,2.0
2,2,1.0
4,3,1.3333333333333333
4,4,1.0
4,4,1.0
4,3,1.3333333333333333
10,4,2.5
5,4,1.25
5,4,1.25
7,4,1.75
4,4,1.0
5,3,1.6666666666666667
5,3,1.6666666666666667
5,3,1.6666666666666667
6,3,2.0
5,4,1.25
3,2,1.5
4,2,2.0
3,2,1.5
4,2,2.0
7,3,2.3333333333333335
4,3,1.3333333333333333
9,3,3.0
6,3,2.0
6,3,2.0
3,3,1.0
6,3,2.0
6,3,2.0
8,6,1.3333333333333333
2,2,1.0
2,2,1.0
11,3,3.6666666666666665
4,3,1.3333333333333333
5,3,1.6666666666666667
3,3,1.0
6,3,2.0
5,3,1.6666666666666667
5,3,1.6666666666666667
5,3,1.6666666666666667
18,3,6.0
2,2,1.0
7,3,2.3333333333333335
3,3,1.0
3,3,1.0
5,3,1.6666666666666667
9,3,3.0
11,3,3.6666666666666665
4,3,1.3333333333333333
5,3,1.6666666666666667
4,3,1.3333333333333333
6,3,2.0
2,2,1.0
3,3,1.0
3,2,1.5
3,3,1.0
2,2,1.0
3,3,1.0
3,3,1.0
3,3,1.0
9,2,4.5
3,2,1.5
4,3,1.3333333333333333
3,2,1.5
5,2,2.5
6,2,3.0
2,2,1.0
4,2,2.0
2,2,1.0
3,2,1.5
1,1,1.0
4,3,1.3333333333333333
3,3,1.0
4,3,1.3333333333333333
6,3,2.0
3,2,1.5
5,3,1.6666666666666667
3,3,1.0
4,3,1.3333333333333333
3,3,1.0
4,3,1.3333333333333333
3,2,1.5
3,3,1.0
6,2,3.0
4,2,2.0
3,2,1.5
2,2,1.0
1,1,1.0
4,3,1.3333333333333333
4,2,2.0
5,4,1.25
4,3,1.3333333333333333
5,3,1.6666666666666667
3,3,1.0
5,3,1.6666666666666667
4,3,1.3333333333333333
3,3,1.0
4,3,1.3333333333333333
2,2,1.0
2,2,1.0
8,4,2.0
9,4,2.25
4,4,1.0
5,4,1.25
4,4,1.0
4,4,1.0
5,4,1.25
5,4,1.25
4,3,1.3333333333333333
7,3,2.3333333333333335
12,3,4.0
5,4,1.25
4,3,1.3333333333333333
7,4,1.75
6,4,1.5
8,4,2.0
8,4,2.0
4,4,1.0
5,4,1.25
5,3,1.6666666666666667
5,2,2.5
4,3,1.3333333333333333
2,2,1.0
4,3,1.3333333333333333
5,3,1.6666666666666667
4,3,1.3333333333333333
4,3,1.3333333333333333
3,3,1.0
6,4,1.5
3,2,1.5
2,2,1.0
2,2,1.0
3,2,1.5
3,2,1.5
3,2,1.5
3,2,1.5
2,2,1.0
3,2,1.5
1,1,1.0
3,3,1.0
11,3,3.6666666666666665
3,3,1.0
5,3,1.6666666666666667
15,3,5.0
4,3,1.3333333333333333
3,3,1.0
4,2,2.0
3,2,1.5
3,2,1.5
3,3,1.0
7,2,3.5
4,2,2.0
5,3,1.6666666666666667
4,3,1.3333333333333333
1,1,1.0
3,3,1.0
3,3,1.0
4,3,1.3333333333333333
3,2,1.5
8,1,8.0
5,2,2.5
5,3,1.6666666666666667
8,3,2.6666666666666665
10,3,3.3333333333333335
6,3,2.0
7,3,2.3333333333333335
7,3,2.3333333333333335
2,2,1.0
5,2,2.5
4,2,2.0
4,3,1.3333333333333333
3,2,1.5
3,2,1.5
4,2,2.0
3,2,1.5
6,2,3.0
5,2,2.5
3,2,1.5
5,3,1.6666666666666667
4,3,1.3333333333333333
3,2,1.5
3,2,1.5
4,2,2.0
3,2,1.5
3,2,1.5
5,2,2.5
2,2,1.0
13,4,3.25
3,2,1.5
4,2,2.0
4,3,1.3333333333333333
3,2,1.5
6,3,2.0
5,2,2.5
4,2,2.0
2,2,1.0
3,2,1.5
4,2,2.0
5,2,2.5
5,3,1.6666666666666667
3,3,1.0
4,3,1.3333333333333333
3,3,1.0
5,3,1.6666666666666667
4,2,2.0
13,3,4.333333333333333
3,2,1.5
4,2,2.0
8,4,2.0
11,4,2.75
5,4,1.25
8,3,2.6666666666666665
5,3,1.6666666666666667
3,2,1.5
7,3,2.3333333333333335
2,2,1.0
5,1,5.0
2,1,2.0
3,3,1.0
7,2,3.5
3,3,1.0
6,4,1.5
7,2,3.5
3,3,1.0
3,3,1.0
1,1,1.0
4,2,2.0
9,2,4.5
4,2,2.0
4,3,1.3333333333333333
4,3,1.3333333333333333
5,3,1.6666666666666667
11,3,3.6666666666666665
9,3,3.0
3,2,1.5
6,3,2.0
7,3,2.3333333333333335
5,3,1.6666666666666667
3,3,1.0
4,3,1.3333333333333333
3,3,1.0
6,3,2.0
6,3,2.0
22,3,7.333333333333333
7,3,2.3333333333333335
8,3,2.6666666666666665
3,3,1.0
4,3,1.3333333333333333
4,2,2.0
4,2,2.0
3,2,1.5
4,3,1.3333333333333333
7,3,2.3333333333333335
3,3,1.0
3,3,1.0
3,2,1.5
2,1,2.0
1,1,1.0
5,3,1.6666666666666667
5,3,1.6666666666666667
6,3,2.0
3,3,1.0
6,3,2.0
8,3,2.6666666666666665
5,3,1.6666666666666667
6,3,2.0
4,3,1.3333333333333333
5,3,1.6666666666666667
7,3,2.3333333333333335
4,2,2.0
5,2,2.5
4,3,1.3333333333333333
4,3,1.3333333333333333
8,3,2.6666666666666665
3,3,1.0
6,4,1.5
16,4,4.0
6,3,2.0
3,3,1.0
3,3,1.0
4,2,2.0
2,2,1.0
2,2,1.0
4,4,1.0
5,3,1.6666666666666667
4,3,1.3333333333333333
5,4,1.25
2,2,1.0
2,2,1.0
4,3,1.3333333333333333
3,3,1.0
8,3,2.6666666666666665
3,2,1.5
2,2,1.0
7,3,2.3333333333333335
4,3,1.3333333333333333
5,3,1.6666666666666667
7,4,1.75
4,3,1.3333333333333333
4,3,1.3333333333333333
5,3,1.6666666666666667
4,3,1.3333333333333333
5,3,1.6666666666666667
8,3,2.6666666666666665
5,3,1.6666666666666667
4,2,2.0
4,2,2.0
4,2,2.0
7,3,2.3333333333333335
7,3,2.3333333333333335
4,3,1.3333333333333333
6,3,2.0
10,3,3.3333333333333335
4,2,2.0
2,2,1.0
6,3,2.0
3,3,1.0
2,2,1.0
2,2,1.0
7,4,1.75
5,4,1.25
2,2,1.0
9,3,3.0
4,3,1.3333333333333333
5,3,1.6666666666666667
3,3,1.0
3,3,1.0
2,2,1.0
5,3,1.6666666666666667
5,3,1.6666666666666667
4,3,1.3333333333333333
4,3,1.3333333333333333
4,3,1.3333333333333333
4,3,1.3333333333333333
10,3,3.3333333333333335
4,3,1.3333333333333333
4,3,1.3333333333333333
4,3,1.3333333333333333
4,3,1.3333333333333333
4,3,1.3333333333333333
6,3,2.0
5,2,2.5
4,2,2.0
3,2,1.5
3,2,1.5
5,3,1.6666666666666667
6,3,2.0
5,3,1.6666666666666667
3,2,1.5
5,2,2.5
3,2,1.5
7,3,2.3333333333333335
6,3,2.0
5,3,1.6666666666666667
5,3,1.6666666666666667
4,3,1.3333333333333333
7,3,2.3333333333333335
4,2,2.0
4,3,1.3333333333333333
8,3,2.6666666666666665
3,3,1.0
1,1,1.0
1,1,1.0
1,1,1.0
5,3,1.6666666666666667
3,3,1.0
3,3,1.0
4,2,2.0
7,3,2.3333333333333335
3,3,1.0
3,3,1.0
7,3,2.3333333333333335
5,3,1.6666666666666667
5,3,1.6666666666666667
5,3,1.6666666666666667
4,3,1.3333333333333333
5,3,1.6666666666666667
6,3,2.0
4,3,1.3333333333333333
7,4,1.75
5,4,1.25
4,4,1.0
7,3,2.3333333333333335
4,3,1.3333333333333333
5,2,2.5
4,2,2.0
3,2,1.5
2,2,1.0
2,1,2.0
6,3,2.0
4,3,1.3333333333333333
3,3,1.0
2,2,1.0
3,2,1.5
2,2,1.0
6,3,2.0
6,3,2.0
7,3,2.3333333333333335
4,3,1.3333333333333333
5,2,2.5
6,3,2.0
5,4,1.25
4,4,1.0
6,4,1.5
4,4,1.0
4,3,1.3333333333333333
4,3,1.3333333333333333
6,3,2.0
6,3,2.0
7,3,2.3333333333333335
5,3,1.6666666666666667
8,3,2.6666666666666665
4,3,1.3333333333333333
6,3,2.0
4,3,1.3333333333333333
7,3,2.3333333333333335
3,3,1.0
3,3,1.0
4,3,1.3333333333333333
3,3,1.0
10,3,3.3333333333333335
3,3,1.0
3,3,1.0
5,3,1.6666666666666667
3,3,1.0
3,3,1.0
3,3,1.0
8,4,2.0
8,4,2.0
4,4,1.0
5,4,1.25
4,3,1.3333333333333333
4,4,1.0
4,3,1.3333333333333333
7,4,1.75
9,3,3.0
4,3,1.3333333333333333
8,4,2.0
5,4,1.25
5,3,1.6666666666666667
5,3,1.6666666666666667
7,5,1.4
4,3,1.3333333333333333
7,3,2.3333333333333335
5,4,1.25
5,4,1.25
7,4,1.75
7,4,1.75
7,4,1.75
6,4,1.5
11,4,2.75
2,2,1.0
5,4,1.25
9,2,4.5
14,2,7.0
5,3,1.6666666666666667
3,3,1.0
3,3,1.0
5,3,1.6666666666666667
4,4,1.0
6,3,2.0
6,3,2.0
4,3,1.3333333333333333
5,3,1.6666666666666667
3,3,1.0
4,3,1.3333333333333333
4,3,1.3333333333333333
2,2,1.0
10,3,3.3333333333333335
4,3,1.3333333333333333
17,4,4.25
7,4,1.75
2,2,1.0
7,3,2.3333333333333335
5,3,1.6666666666666667
6,3,2.0
6,3,2.0
4,3,1.3333333333333333
4,3,1.3333333333333333
4,3,1.3333333333333333
4,3,1.3333333333333333
3,3,1.0
5,3,1.6666666666666667
5,3,1.6666666666666667
7,3,2.3333333333333335
4,3,1.3333333333333333
5,2,2.5
3,3,1.0
5,4,1.25
4,4,1.0
4,3,1.3333333333333333
7,3,2.3333333333333335
4,3,1.3333333333333333
4,3,1.3333333333333333
5,3,1.6666666666666667
4,3,1.3333333333333333
4,3,1.3333333333333333
3,3,1.0
6,3,2.0
3,3,1.0
5,3,1.6666666666666667
3,3,1.0
6,4,1.5
9,4,2.25
5,4,1.25
7,4,1.75
4,4,1.0
8,4,2.0
23,4,5.75
7,4,1.75
7,4,1.75
6,4,1.5
9,4,2.25
7,4,1.75
4,3,1.3333333333333333
3,3,1.0
3,2,1.5
4,2,2.0
5,2,2.5
5,2,2.5
2,2,1.0
5,3,1.6666666666666667
4,3,1.3333333333333333
4,3,1.3333333333333333
5,3,1.6666666666666667
2,2,1.0
4,3,1.3333333333333333
4,3,1.3333333333333333
4,3,1.3333333333333333
4,3,1.3333333333333333
5,4,1.25
1,1,1.0
7,4,1.75
7,4,1.75
5,3,1.6666666666666667
4,3,1.3333333333333333
4,3,1.3333333333333333
4,3,1.3333333333333333
3,3,1.0
3,3,1.0
4,4,1.0
3,3,1.0
3,3,1.0
2,2,1.0
2,2,1.0
3,2,1.5
3,1,3.0
7,2,3.5
6,3,2.0
3,2,1.5
1,1,1.0
1,1,1.0
2,2,1.0
2,1,2.0
3,2,1.5
3,3,1.0
3,3,1.0
6,4,1.5
2,2,1.0
3,2,1.5
2,2,1.0
6,3,2.0
4,3,1.3333333333333333
5,3,1.6666666666666667
6,3,2.0
9,3,3.0
4,2,2.0
3,2,1.5
3,2,1.5
9,3,3.0
3,3,1.0
2,2,1.0
8,4,2.0
6,4,1.5
5,4,1.25
6,4,1.5
4,2,2.0
2,2,1.0
4,2,2.0
5,3,1.6666666666666667
8,3,2.6666666666666665
7,3,2.3333333333333335
5,3,1.6666666666666667
4,3,1.3333333333333333
8,2,4.0
5,3,1.6666666666666667
5,3,1.6666666666666667
5,3,1.6666666666666667
4,3,1.3333333333333333
3,3,1.0
6,4,1.5
8,4,2.0
7,4,1.75
8,4,2.0
6,4,1.5
5,3,1.6666666666666667
3,2,1.5
6,3,2.0
4,3,1.3333333333333333
5,3,1.6666666666666667
5,3,1.6666666666666667
6,3,2.0
5,3,1.6666666666666667
3,3,1.0
4,3,1.3333333333333333
3,3,1.0
5,3,1.6666666666666667
3,2,1.5
2,2,1.0
